Date,use [kW]_x,gen [kW]_x,KitchenDenLights [kW],MasterBedBathLights [kW],MasterOutlets [kW]_x,DenOutdoorLights [kW],DenOutlets [kW],RearBasementLights [kW],KitchenOutletsEast [kW],KitchenOutletsSouth [kW],DishwasherDisposalSinkLight [kW],Refrigerator [kW],Microwave [kW],OfficeLights [kW],use [kW]_y,gen [kW]_y,ElectricRange [kW],Dryer [kW],GarageMudroomLights [kW],DiningRoomOutlets [kW],MudroomOutlets [kW],MasterBathOutlets [kW],GarageOutlets [kW],BasementOutdoorOutlets [kW],use [kW],gen [kW],FurnaceHRV [kW],CellarOutlets [kW],WashingMachine [kW],FridgeRange [kW],DisposalDishwasher [kW],KitchenLights [kW],BedroomOutlets [kW],BedroomLights [kW],MasterOutlets [kW]_y,MasterLights [kW],DuctHeaterHRV [kW]
2015-03-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00031278200000000006,0.00048333500000000016,0.03252444499999999,0.0,0.0,0.0,0.0,0.0,0,0,13.477282776999997,2.9718111079999994,0.037396112999999995,0.05057167099999999,0.011058888999999999,0.0029905540000000007,1.6438555569999995,0.9195316680000001,0.002356115,0.42272999999999994,1.3940861099999997
2015-03-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0002827820000000001,0.0004499970000000001,0.03106499800000001,0.0,0.0,0.0,0.0,0.0,0,0,10.965129999999998,2.8318472219999995,0.030122221000000005,0.048791112,0.010252220000000003,0.002990002,1.5838533350000004,0.232873331,0.002388887999999999,0.40346777600000006,1.3574822239999997
2015-03-09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0003094520000000001,0.00047499900000000025,0.032467224,0.0,0.0,0.0,0.0,0.0,0,0,5.739262776000001,2.9150305569999997,0.011155554999999996,0.050351111000000004,0.008361115000000002,0.0027361130000000005,1.6494144429999997,1.8826222239999995,0.13608777400000005,0.700032223,1.4309127769999994
2015-03-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000315557,0.0005255609999999999,0.032823332000000004,0.0,0.0,0.0,0.0,0.0,0,0,8.501052222999997,3.1040349980000004,0.020760004000000002,0.062845,0.007024999,0.0020277809999999998,1.628326109,5.494307776,0.010090553999999998,0.6422783290000003,1.432117772
2015-03-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00032000700000000014,0.000601667,0.034297777,0.0,0.0,0.0,0.0,0.0,0,0,3.6212600039999994,2.8764127779999997,0.00496611,0.04950055299999998,0.005064445,0.002066111,1.562207778,3.810027219000001,0.10546500000000004,0.340147223,1.4288094440000003
2015-03-12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00031611700000000004,0.0006444440000000001,0.034170557000000004,0.0,0.0,0.0,0.0,0.0,0,0,6.367754441999999,2.98800278,0.012835,0.048368334,0.005930001,0.0019122219999999997,1.5104861109999999,4.818205556000001,0.009267224999999999,0.32885388899999995,1.4362700010000002
2015-03-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0003172300000000001,0.0006572239999999998,0.033980557999999994,0.0,0.0,0.0,0.0,0.0,0,0,7.361293332,2.8940022229999998,0.01751722,0.23880555799999997,0.008583891,0.0025499959999999997,1.5355066649999998,1.6526961110000005,0.002443334,0.33064777700000003,1.3893800000000003
2015-03-14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00030889700000000003,0.0006055559999999999,0.034071664999999994,0.0,0.0,0.0,0.0,0.0,0,0,4.1565566689999995,2.8486677759999997,0.007086113,0.05152277899999999,0.005817777999999999,0.0025405529999999996,1.5454794439999997,0.3263450000000001,0.0018422219999999997,0.526132776,1.469536669
2015-03-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000307228,0.0006233309999999999,0.034275555000000006,0.0,0.0,0.0,0.0,0.0,0,0,5.649682778999999,2.8585966689999998,0.010617775999999999,0.05132833299999999,0.007021111000000003,0.002644444999999999,1.541498333,0.2231622219999999,0.002013889,0.328763335,1.481752775
2015-03-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00030778,0.000671665,0.03429222400000001,0.0,0.0,0.0,0.0,0.0,0,0,6.733343336000002,3.032976668,0.01503222,0.19938666499999996,0.008790556000000001,0.0025466650000000005,1.5205516620000001,1.5540283320000001,0.004626116,0.545376666,1.4136761130000006
2015-03-17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0003316670000000001,0.027344441000000004,0.223384443,0.0,0.0,0.0,0.0,0.0,0,0,7.539233889,2.914381112,0.018008888,0.14160722299999998,0.013392223,0.011023334000000001,2.594483333,2.0274222219999993,1.672926667,0.6417183360000002,1.084153889
2015-03-18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00044277399999999995,0.07451222400000003,0.6452805520000002,0.0,0.0,0.0,0.0,0.0,0,0,14.811172782000003,3.593295,0.041245003,0.04174277999999999,0.029747777999999996,0.026718888,4.47003389,0.27352666499999995,4.851092221,0.7928844419999999,1.020636665
2015-03-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00041499899999999993,0.073917222,0.5722161149999997,0.0,0.0,0.0,0.0,0.0,0,0,8.899460554000003,3.233331662,0.022733333,0.04930222200000001,0.019865558000000002,0.015408335,3.4921694459999997,0.3200183319999999,1.9862522220000005,0.723445003,1.4501911119999997
2015-03-20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0025105530000000013,0.076380555,0.6638955519999998,0.0,0.0,0.0,0.0,0.0,0,0,2.6974572200000004,2.973975553,0.00408,0.095573885,0.007208886999999998,0.004702225,0.789400559,0.263144443,0.5483094420000001,0.727434445,1.6026949999999998
2015-03-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0024038869999999986,0.077014446,0.9909933320000002,0.0,0.0,0.0,0.0,0.0,0,0,2.7483144429999995,3.1383322209999998,0.004104442,0.06272777900000001,0.0061172200000000005,0.004047223,0.7140738909999998,0.27623111199999995,0.5682022230000002,0.713006112,1.2296077790000002
2015-03-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0004777749999999999,0.07476167099999999,0.7490316689999998,0.0,0.0,0.0,0.0,0.0,0,0,7.670541107999999,3.0953472229999996,0.024848887999999993,0.06828277900000002,0.008653891,0.006042227,0.7442133320000001,0.2766438889999999,0.551993887,0.708385001,1.0983927749999998
2015-03-23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.589813887,0.6850755569999999,0.8641483339999999,0.0,0.0,0.0,0.0,0.0,0,0,13.966490555000002,3.186481667999999,0.03678389,0.04351555399999999,0.010017779999999999,0.007568333999999999,0.40969944499999994,0.3017433319999999,0.455001108,0.712114999,1.124266669
2015-03-24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00047999300000000006,0.07375777900000001,1.7029827809999998,0.0,0.0,0.0,0.0,0.0,0,0,14.043247223999995,3.1392738899999997,0.036921109,0.047123335999999995,0.010094446000000002,0.006851666000000001,0.3744661129999999,0.45165666800000004,0.46627166700000017,0.7359927770000003,1.133948333
2015-03-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.000565554,0.07221333400000002,1.2624733360000002,0.0,0.0,0.0,0.0,0.0,0,0,14.220197778000001,3.048662777,0.041443333000000006,0.035542219,0.009900000000000003,0.006082781999999998,0.41215555699999995,0.33624944699999987,0.38694222399999995,0.7089711130000003,1.0961255570000001
2015-03-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.001838334,0.06940833099999999,1.100964445,0.0,0.0,0.0,0.0,0.0,0,0,13.889926663999999,3.194662773999999,0.038519446,0.044350558000000005,0.012376664999999999,0.005628889999999999,0.525532222,0.3327966670000001,0.4528572209999999,0.7231233330000003,1.264377778
2015-03-27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.003965557,0.07055222200000001,1.2164983320000002,0.0,0.0,0.0,0.0,0.0,0,0,10.046729999999998,3.1638511119999997,0.026353334000000006,0.04565500099999999,0.008961667,0.004534445,0.5404116680000001,0.4309911139999999,0.4423694429999999,0.7919399970000001,1.2713411129999999
2015-03-28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.007369995000000001,0.07203333299999999,1.0524438889999999,0.0,0.0,0.0,0.0,0.0,0,0,7.898506668999998,3.2538594410000004,0.019571663999999996,0.27796778,0.008668888999999999,0.004436108000000001,0.5517216660000002,0.46947055400000004,0.49707777899999994,0.7572305539999998,1.2100005550000006
2015-03-29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0024477730000000016,0.07275222399999999,0.9099683320000002,0.0,0.0,0.0,0.0,0.0,0,0,2.7190000000000003,3.138297778,0.0035633339999999996,0.086500558,0.007282778000000002,0.003727779000000001,0.5101561100000002,0.32908666599999997,0.529559449,0.7997155569999997,1.2717533309999995
2015-03-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00028611000000000006,0.07081500199999999,1.1958355600000006,0.0,0.0,0.0,0.0,0.0,0,0,5.591782779,3.8983316649999993,0.011443334,0.27232889200000004,0.006086669,0.004373892,0.598835,0.300601662,0.4621072219999999,0.7100122230000001,1.2326366690000004
2015-03-31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.006424996,0.07489666500000002,0.7714155549999999,0.0,0.0,0.0,0.0,0.0,0,0,13.822137774999998,3.5867527790000002,0.05193832999999999,0.259809442,0.010667223999999998,0.006716666,0.550776111,0.318034997,0.479676109,0.7102377790000001,1.2074388899999997
2015-04-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00020000000000000012,0.07303166700000001,0.6032477749999999,0.0,0.0,0.0,0.0,0.0,0,0,14.074001115999998,3.5418311129999998,0.04447110799999998,0.09041333000000001,0.011708888000000006,0.010226114000000005,0.534856114,0.293408334,1.5533277770000005,0.7015561109999998,1.1344616639999996
2015-04-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0022644449999999995,0.073642225,1.1737588860000001,0.0,0.0,0.0,0.0,0.0,0,0,14.113298886000004,3.417387775,0.051297779999999994,0.036414999,0.010267783,0.007686666,0.548333888,0.292475559,0.465675556,0.7109205530000001,1.1758694410000001
2015-04-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0038188890000000002,0.07462111199999999,1.0602477780000004,0.0,0.0,0.0,0.0,0.0,0,0,14.303648333,3.3826944449999994,0.04313999899999999,0.05022833599999998,0.010291109999999997,0.007152776999999999,0.552825555,0.267768336,0.457307219,0.775011671,1.158240552
2015-04-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00043778,0.07305444700000001,0.5816216700000001,0.0,0.0,0.0,0.0,0.0,0,0,14.052440559,3.4870666650000004,0.038822778,0.03854499800000001,0.009387773999999996,0.0067827799999999995,0.519173331,0.29023555500000003,0.42588833400000004,0.7138966669999999,1.1897188879999998
2015-04-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0003622239999999999,0.07276722300000002,0.6284844440000001,0.0,0.0,0.0,0.0,0.0,0,0,11.176892779000003,3.253889448000001,0.044609446,0.03346110900000001,0.007909447,0.0070211119999999995,0.48413833400000006,0.362655557,0.442900553,0.6502272240000001,1.055703332
2015-04-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.001898893,0.074395558,0.7525955579999998,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0015366649999999998,0.074976672,0.8070133289999999,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00015722100000000006,0.07482999900000001,1.2799288859999998,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0001838870000000001,0.07324333400000001,1.0809661080000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3337611089999999,0.4040861099999999,0.933058333,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
